dec_region,dec_vct_report_date,dec_total nitrogen,dec_total phosphorus,dec_dissolved phosphorus,dec_chlorophyll-a,dec_secchi depth,dec_temperature
Main Lake Central,2018-10-06,0.39,11.7,7.775,2.665,6.35,16.35
Main Lake Central,2018-10-10,0.39,11.7,7.775,2.665,6.35,16.35
Main Lake Central,2018-10-15,0.35,12.2,5.2,4.1,6.0,15.4
Main Lake Central,2019-06-04,0.48,18.0,8.0,,4.3,11.1
Main Lake Central,2019-06-05,0.48,18.0,8.0,7.3,4.3,11.1
Main Lake Central,2019-06-10,0.45999999999999996,17.0,8.0,7.29,3.45,11.1
Main Lake Central,2019-06-15,0.44,16.0,8.0,7.29,2.6,11.1
Main Lake Central,2019-06-17,0.44,16.0,8.0,7.29,2.6,11.1
Main Lake Central,2019-06-18,0.44,16.0,8.0,7.29,2.6,11.1
Main Lake Central,2019-06-19,0.44,16.0,8.0,7.29,2.6,11.1
Main Lake Central,2019-06-21,0.41,16.0,6.0,9.43,3.5,16.7
Main Lake Central,2019-06-22,0.41,16.0,6.0,9.43,3.5,16.7
Main Lake Central,2019-06-23,0.41,16.0,6.0,9.43,3.5,16.7
Main Lake Central,2019-06-24,0.41,16.0,6.0,9.43,3.5,16.7
Main Lake Central,2019-06-25,0.41000000000000003,11.25,6.5,2.01,3.35,16.1
Main Lake Central,2019-06-26,0.41000000000000003,11.25,6.5,2.01,3.35,16.1
Main Lake Central,2019-06-27,0.41000000000000003,11.25,6.5,2.01,3.35,16.1
Main Lake Central,2019-06-28,0.41000000000000003,11.25,6.5,2.01,3.35,16.1
Main Lake Central,2019-06-29,0.42000000000000004,11.625,6.25,2.67,3.425,17.450000000000003
Main Lake Central,2019-06-30,0.42000000000000004,11.625,6.25,2.67,3.425,17.450000000000003
Main Lake Central,2019-07-01,0.42000000000000004,11.625,6.25,2.67,3.425,17.450000000000003
Main Lake Central,2019-07-02,0.42000000000000004,11.625,6.25,2.67,3.425,17.450000000000003
Main Lake Central,2019-07-03,0.42000000000000004,11.625,6.25,2.67,3.425,17.450000000000003
Main Lake Central,2019-07-04,0.41500000000000004,11.75,7.0,3.3333333333333335,3.35,18.733333333333334
Main Lake Central,2019-07-05,0.41500000000000004,11.75,7.0,3.3333333333333335,3.35,18.733333333333334
Main Lake Central,2019-07-06,0.41500000000000004,11.75,7.0,3.3333333333333335,3.35,18.733333333333334
Main Lake Central,2019-07-07,0.41500000000000004,11.75,7.0,3.3333333333333335,3.35,18.733333333333334
Main Lake Central,2019-07-08,0.41500000000000004,11.75,7.0,3.3333333333333335,3.35,18.733333333333334
Main Lake Central,2019-07-09,0.41750000000000004,12.0,7.25,3.995,3.35,20.05
Main Lake Central,2019-07-10,0.41750000000000004,12.0,7.25,3.995,3.35,20.05
Main Lake Central,2019-07-11,0.41750000000000004,12.0,7.25,3.995,3.35,20.05
Main Lake Central,2019-07-12,0.41750000000000004,12.0,7.25,3.995,3.35,20.05
Main Lake Central,2019-07-13,0.3775,13.5,8.5,6.485,2.9000000000000004,21.8
Main Lake Central,2019-07-14,0.3775,13.5,8.5,6.485,2.9000000000000004,21.8
Main Lake Central,2019-07-15,0.3775,13.5,8.5,6.485,2.9000000000000004,21.8
Main Lake Central,2019-07-16,0.3775,13.5,8.5,6.485,2.9000000000000004,21.8
Main Lake Central,2019-07-17,0.3775,13.5,8.5,6.485,2.9000000000000004,21.8
Main Lake Central,2019-07-18,0.35,15.0,8.5,8.31,2.6,22.3
Main Lake Central,2019-07-19,0.35,15.0,8.5,8.31,2.6,22.3
Main Lake Central,2019-07-20,0.35,15.0,8.5,8.31,2.6,22.3
Main Lake Central,2019-07-21,0.35,15.0,8.5,8.31,2.6,22.3
Main Lake Central,2019-07-22,0.35,15.0,8.5,8.31,2.6,22.3
Main Lake Central,2019-07-23,0.35,15.0,8.5,8.31,2.6,22.3
Main Lake Central,2019-07-24,0.3675,13.5,8.0,4.99,3.4000000000000004,22.700000000000003
Main Lake Central,2019-07-25,0.3675,13.5,8.0,4.99,3.4000000000000004,22.700000000000003
Main Lake Central,2019-07-26,0.3675,13.5,8.0,4.99,3.4000000000000004,22.700000000000003
Main Lake Central,2019-07-27,0.385,12.0,7.5,1.67,4.2,23.1
Main Lake Central,2019-07-28,0.385,12.0,7.5,1.67,4.2,23.1
Main Lake Central,2019-07-29,0.385,12.0,7.5,1.67,4.2,23.1
Main Lake Central,2019-07-30,0.385,12.0,7.5,1.67,4.2,23.1
Main Lake Central,2019-07-31,0.3825,14.75,8.0,2.66,4.1,23.5
Main Lake Central,2019-08-01,0.3825,14.75,8.0,2.66,4.1,23.5
Main Lake Central,2019-08-02,0.3825,14.75,8.0,2.66,4.1,23.5
Main Lake Central,2019-08-04,0.3825,14.75,8.0,2.66,4.1,23.5
Main Lake Central,2019-08-05,0.3825,14.75,8.0,2.66,4.1,23.5
Main Lake Central,2019-08-06,0.3825,14.75,8.0,2.66,4.1,23.5
Main Lake Central,2019-08-07,0.38,17.5,8.5,3.65,4.0,23.9
Main Lake Central,2019-08-08,0.38,17.5,8.5,3.65,4.0,23.9
Main Lake Central,2019-08-09,0.38,17.5,8.5,3.65,4.0,23.9
Main Lake Central,2019-08-11,0.38,17.5,8.5,3.65,4.0,23.9
Main Lake Central,2019-08-12,0.38,17.5,8.5,3.65,4.0,23.9
Main Lake Central,2019-08-13,0.38,17.5,8.5,3.65,4.0,23.9
Main Lake Central,2019-08-14,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-15,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-16,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-17,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-18,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-19,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-20,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-21,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-22,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-23,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-25,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-26,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-27,0.39,10.25,8.25,4.775,4.1,22.4
Main Lake Central,2019-08-28,0.315,8.0,10.0,8.285,3.9,22.45
Main Lake Central,2019-08-29,0.315,8.0,10.0,8.285,3.9,22.45
Main Lake Central,2019-08-30,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-08-31,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-09-01,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-09-02,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-09-03,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-09-04,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-09-05,0.4,13.5,7.0,9.34,3.9,20.9
Main Lake Central,2019-09-08,0.3975,12.0,8.75,7.785,4.4,20.1
Main Lake Central,2019-09-09,0.3975,12.0,8.75,7.785,4.4,20.1
Main Lake Central,2019-09-10,0.3975,12.0,8.75,7.785,4.4,20.1
Main Lake Central,2019-09-11,0.3975,12.0,8.75,7.785,4.4,20.1
Main Lake Central,2019-09-12,0.3975,12.0,8.75,7.785,4.4,20.1
Main Lake Central,2019-09-15,0.395,10.5,10.5,6.23,4.9,19.3
Main Lake Central,2019-09-16,0.395,10.5,10.5,6.23,4.9,19.3
Main Lake Central,2019-09-17,0.3975,10.75,10.25,5.125,4.7,17.85
Main Lake Central,2019-09-18,0.4083333333333334,11.833333333333334,10.5,4.336666666666667,5.0,17.233333333333334
Main Lake Central,2019-09-19,0.4083333333333334,11.833333333333334,10.5,4.336666666666667,5.0,17.233333333333334
Main Lake Central,2019-09-21,0.41500000000000004,12.5,10.5,3.3899999999999997,5.05,16.2
Main Lake Central,2019-09-22,0.41500000000000004,12.5,10.5,3.3899999999999997,5.05,16.2
Main Lake Central,2019-09-23,0.41500000000000004,12.5,10.5,3.3899999999999997,5.05,16.2
Main Lake Central,2019-09-24,0.41500000000000004,12.5,10.5,3.3899999999999997,5.05,16.2
Main Lake Central,2019-09-25,0.41500000000000004,12.5,10.5,3.3899999999999997,5.05,16.2
Main Lake Central,2019-09-26,0.41500000000000004,12.5,10.5,3.3899999999999997,5.05,16.2
